client_id,role,train_output_file,val_output_file,test_output_file,filename,dataset,placement,sensor_cols,n_rows,n_sensor_cols,n_windows_total,n_windows_train,n_windows_val,n_windows_test,n_classes_present,n_train_segments,n_val_segments,train_class_counts,val_class_counts,train_classes_before,val_classes_before,rescued_classes,val_rescued_classes,cannot_rescue_to_val,train_classes_after,val_classes_after,sampling_rate_hz,window_seconds,overlap_ratio,window_size_samples,step_size_samples,converted_units,already_gravity_removed,gravity_removed_here,acceleration_unit_after,acceleration_signal_after,norm_min,norm_max,norm_target_range
10,train,client_010_train.npz,client_010_val.npz,,RW_user_5.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",93049,2,4637,4172,464,0,8,1,1,"[574, 0, 469, 0, 89, 613, 0, 0, 1047, 0, 155, 564, 661]","[1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 457, 1, 1]","[0, 4, 5, 8, 10, 11, 12]","[2, 10]",[2],"[0, 2, 4, 5, 8, 11, 12]",[],"[0, 2, 4, 5, 8, 10, 11, 12]","[0, 2, 4, 5, 8, 10, 11, 12]",20.0,2.0,0.5,40,20,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
11,train,client_011_train.npz,client_011_val.npz,,RW_user_6.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",69444,2,3460,3361,98,0,7,1,1,"[485, 0, 378, 0, 90, 599, 0, 0, 620, 0, 0, 594, 595]","[1, 0, 92, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1]","[0, 2, 4, 8, 11, 12]","[2, 5]",[5],"[0, 4, 5, 8, 11, 12]",[],"[0, 2, 4, 5, 8, 11, 12]","[0, 2, 4, 5, 8, 11, 12]",20.0,2.0,0.5,40,20,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
12,train,client_012_train.npz,client_012_val.npz,,RW_user_7.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",52126,2,2597,2073,523,0,5,1,1,"[0, 0, 0, 0, 91, 89, 0, 0, 690, 0, 0, 619, 584]","[0, 0, 0, 0, 1, 519, 0, 0, 1, 0, 0, 1, 1]","[4, 5, 8, 11, 12]",[5],[],"[4, 8, 11, 12]",[],"[4, 5, 8, 11, 12]","[4, 5, 8, 11, 12]",20.0,2.0,0.5,40,20,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
13,train,client_013_train.npz,client_013_val.npz,,RW_user_8.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",80374,2,4005,3862,142,0,7,1,1,"[1094, 0, 280, 0, 89, 597, 0, 0, 574, 0, 619, 0, 609]","[1, 0, 136, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1]","[0, 2, 5, 10, 12]","[2, 4, 8]","[4, 8]","[0, 4, 5, 8, 10, 12]",[],"[0, 2, 4, 5, 8, 10, 12]","[0, 2, 4, 5, 8, 10, 12]",20.0,2.0,0.5,40,20,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
14,test,,,client_014_test.npz,RW_user_9.csv,RealWorld,waist,"['acc_mag', 'acc_mag_std']",85324,2,4252,0,0,4252,8,0,0,[],[],[],[],[],[],[],[],[],20.0,2.0,0.5,40,20,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
15,test,,,client_015_test.npz,user_01.csv,FLAAP,waist,"['acc_mag', 'acc_mag_std']",54645,2,2723,0,0,2723,4,0,0,[],[],[],[],[],[],[],[],[],20.0,2.0,0.5,40,20,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
16,train,client_016_train.npz,client_016_val.npz,,user_02.csv,FLAAP,waist,"['acc_mag', 'acc_mag_std']",61370,2,3051,2752,295,0,8,4,4,"[245, 0, 99, 317, 0, 264, 0, 0, 0, 163, 662, 271, 731]","[8, 0, 86, 1, 0, 1, 0, 0, 0, 33, 46, 1, 119]","[0, 2, 5, 9, 10, 11, 12]","[0, 2, 3, 9, 10, 12]",[3],"[3, 5, 11]",[],"[0, 2, 3, 5, 9, 10, 11, 12]","[0, 2, 3, 5, 9, 10, 11, 12]",20.0,2.0,0.5,40,20,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
17,train,client_017_train.npz,client_017_val.npz,,user_03.csv,FLAAP,waist,"['acc_mag', 'acc_mag_std']",57951,2,2880,2565,312,0,8,3,3,"[231, 0, 50, 146, 0, 121, 0, 0, 0, 164, 282, 247, 1324]","[1, 0, 71, 1, 0, 1, 0, 0, 0, 31, 205, 1, 1]","[0, 2, 9, 10, 11, 12]","[2, 3, 5, 9, 10]","[3, 5]","[0, 3, 5, 11, 12]",[],"[0, 2, 3, 5, 9, 10, 11, 12]","[0, 2, 3, 5, 9, 10, 11, 12]",20.0,2.0,0.5,40,20,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
18,train,client_018_train.npz,client_018_val.npz,,user_04.csv,FLAAP,waist,"['acc_mag', 'acc_mag_std']",67275,2,3346,2669,670,0,8,7,7,"[612, 0, 72, 227, 0, 46, 0, 0, 0, 419, 139, 128, 1026]","[68, 0, 104, 44, 0, 85, 0, 0, 0, 105, 156, 1, 107]","[0, 2, 3, 5, 9, 10, 11, 12]","[0, 2, 3, 5, 9, 10, 12]",[],[11],[],"[0, 2, 3, 5, 9, 10, 11, 12]","[0, 2, 3, 5, 9, 10, 11, 12]",20.0,2.0,0.5,40,20,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
19,train,client_019_train.npz,client_019_val.npz,,user_05.csv,FLAAP,waist,"['acc_mag', 'acc_mag_std']",41167,2,2045,1629,412,0,8,4,4,"[196, 0, 71, 120, 0, 59, 0, 0, 0, 272, 124, 198, 589]","[1, 0, 67, 133, 0, 84, 0, 0, 0, 68, 57, 1, 1]","[0, 2, 3, 5, 9, 10, 11, 12]","[2, 3, 5, 9, 10]",[],"[0, 11, 12]",[],"[0, 2, 3, 5, 9, 10, 11, 12]","[0, 2, 3, 5, 9, 10, 11, 12]",20.0,2.0,0.5,40,20,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
20,test,,,client_020_test.npz,user_06.csv,FLAAP,waist,"['acc_mag', 'acc_mag_std']",53111,2,2638,0,0,2638,8,0,0,[],[],[],[],[],[],[],[],[],20.0,2.0,0.5,40,20,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
21,train,client_021_train.npz,client_021_val.npz,,user_07.csv,FLAAP,waist,"['acc_mag', 'acc_mag_std']",61475,2,3056,2438,615,0,8,3,3,"[239, 0, 394, 278, 0, 60, 0, 0, 0, 197, 286, 125, 859]","[1, 0, 159, 1, 0, 122, 0, 0, 0, 49, 1, 1, 281]","[0, 2, 3, 5, 9, 10, 11, 12]","[2, 5, 9, 12]",[],"[0, 3, 10, 11]",[],"[0, 2, 3, 5, 9, 10, 11, 12]","[0, 2, 3, 5, 9, 10, 11, 12]",20.0,2.0,0.5,40,20,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
22,train,client_022_train.npz,client_022_val.npz,,user_08.csv,FLAAP,waist,"['acc_mag', 'acc_mag_std']",30432,2,1507,1277,228,0,7,2,2,"[274, 0, 130, 0, 0, 22, 0, 0, 0, 78, 294, 138, 341]","[1, 0, 102, 0, 0, 121, 0, 0, 0, 1, 1, 1, 1]","[0, 2, 5, 10, 11, 12]","[2, 5, 9]",[9],"[0, 9, 10, 11, 12]",[],"[0, 2, 5, 9, 10, 11, 12]","[0, 2, 5, 9, 10, 11, 12]",20.0,2.0,0.5,40,20,False,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
23,train,client_023_train.npz,client_023_val.npz,,user_1.csv,HAPT,waist,"['acc_mag', 'acc_mag_std']",10187,2,461,365,95,0,6,1,1,"[32, 0, 34, 0, 0, 60, 0, 0, 0, 0, 59, 71, 109]","[35, 0, 34, 0, 0, 1, 0, 0, 0, 0, 1, 1, 23]","[0, 2, 5, 10, 11, 12]","[0, 2, 12]",[],"[5, 10, 11]",[],"[0, 2, 5, 10, 11, 12]","[0, 2, 5, 10, 11, 12]",20.0,2.0,0.5,40,20,True,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
24,train,client_024_train.npz,client_024_val.npz,,user_10.csv,HAPT,waist,"['acc_mag', 'acc_mag_std']",8717,2,385,304,80,0,6,1,1,"[30, 0, 24, 0, 0, 75, 0, 0, 0, 0, 70, 59, 46]","[30, 0, 25, 0, 0, 1, 0, 0, 0, 0, 1, 1, 22]","[0, 2, 5, 10, 11, 12]","[0, 2, 12]",[],"[5, 10, 11]",[],"[0, 2, 5, 10, 11, 12]","[0, 2, 5, 10, 11, 12]",20.0,2.0,0.5,40,20,True,False,True,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
25,train,client_025_train.npz,client_025_val.npz,,user_1001.csv,KU_HAR,waist,"['acc_mag', 'acc_mag_std']",5567,2,272,212,55,0,4,5,5,"[0, 0, 0, 0, 11, 53, 0, 0, 0, 0, 95, 53, 0]","[0, 0, 0, 0, 3, 14, 0, 0, 0, 0, 24, 14, 0]","[4, 5, 10, 11]","[4, 5, 10, 11]",[],[],[],"[4, 5, 10, 11]","[4, 5, 10, 11]",20.0,2.0,0.5,40,20,False,True,False,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
26,test,,,client_026_test.npz,user_1002.csv,KU_HAR,waist,"['acc_mag', 'acc_mag_std']",21486,2,1029,0,0,1029,11,0,0,[],[],[],[],[],[],[],[],[],20.0,2.0,0.5,40,20,False,True,False,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
27,train,client_027_train.npz,client_027_val.npz,,user_1003.csv,KU_HAR,waist,"['acc_mag', 'acc_mag_std']",7884,2,381,297,75,0,6,9,9,"[0, 0, 0, 0, 18, 47, 55, 0, 0, 24, 100, 53, 0]","[0, 0, 0, 0, 5, 12, 14, 0, 0, 6, 25, 13, 0]","[4, 5, 6, 9, 10, 11]","[4, 5, 6, 9, 10, 11]",[],[],[],"[4, 5, 6, 9, 10, 11]","[4, 5, 6, 9, 10, 11]",20.0,2.0,0.5,40,20,False,True,False,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
28,train,client_028_train.npz,client_028_val.npz,,user_1004.csv,KU_HAR,waist,"['acc_mag', 'acc_mag_std']",11750,2,565,433,115,0,10,17,17,"[38, 0, 34, 0, 9, 72, 45, 6, 0, 21, 92, 46, 70]","[10, 0, 9, 0, 3, 19, 11, 2, 0, 6, 24, 12, 19]","[0, 2, 4, 5, 6, 7, 9, 10, 11, 12]","[0, 2, 4, 5, 6, 7, 9, 10, 11, 12]",[],[],[],"[0, 2, 4, 5, 6, 7, 9, 10, 11, 12]","[0, 2, 4, 5, 6, 7, 9, 10, 11, 12]",20.0,2.0,0.5,40,20,False,True,False,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
29,train,client_029_train.npz,client_029_val.npz,,user_1005.csv,KU_HAR,waist,"['acc_mag', 'acc_mag_std']",6971,2,341,267,68,0,5,6,6,"[0, 0, 0, 0, 14, 50, 60, 0, 0, 0, 95, 48, 0]","[0, 0, 0, 0, 4, 13, 15, 0, 0, 0, 24, 12, 0]","[4, 5, 6, 10, 11]","[4, 5, 6, 10, 11]",[],[],[],"[4, 5, 6, 10, 11]","[4, 5, 6, 10, 11]",20.0,2.0,0.5,40,20,False,True,False,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
30,train,client_030_train.npz,client_030_val.npz,,user_1006.csv,KU_HAR,waist,"['acc_mag', 'acc_mag_std']",6150,2,298,232,59,0,6,7,7,"[0, 0, 0, 0, 7, 54, 47, 0, 0, 27, 48, 49, 0]","[0, 0, 0, 0, 2, 14, 12, 0, 0, 7, 12, 12, 0]","[4, 5, 6, 9, 10, 11]","[4, 5, 6, 9, 10, 11]",[],[],[],"[4, 5, 6, 9, 10, 11]","[4, 5, 6, 9, 10, 11]",20.0,2.0,0.5,40,20,False,True,False,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
31,train,client_031_train.npz,client_031_val.npz,,user_1007.csv,KU_HAR,waist,"['acc_mag', 'acc_mag_std']",7287,2,355,277,72,0,5,6,6,"[0, 0, 0, 0, 12, 54, 71, 0, 0, 0, 91, 49, 0]","[0, 0, 0, 0, 3, 14, 18, 0, 0, 0, 24, 13, 0]","[4, 5, 6, 10, 11]","[4, 5, 6, 10, 11]",[],[],[],"[4, 5, 6, 10, 11]","[4, 5, 6, 10, 11]",20.0,2.0,0.5,40,20,False,True,False,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
32,train,client_032_train.npz,client_032_val.npz,,user_1008.csv,KU_HAR,waist,"['acc_mag', 'acc_mag_std']",13722,2,664,517,132,0,6,15,15,"[0, 0, 0, 0, 23, 95, 102, 12, 0, 0, 190, 95, 0]","[0, 0, 0, 0, 6, 24, 26, 4, 0, 0, 48, 24, 0]","[4, 5, 6, 7, 10, 11]","[4, 5, 6, 7, 10, 11]",[],[],[],"[4, 5, 6, 7, 10, 11]","[4, 5, 6, 7, 10, 11]",20.0,2.0,0.5,40,20,False,True,False,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
33,train,client_033_train.npz,client_033_val.npz,,user_1009.csv,KU_HAR,waist,"['acc_mag', 'acc_mag_std']",4991,2,244,192,48,0,3,4,4,"[0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 96, 48, 0]","[0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 24, 12, 0]","[5, 10, 11]","[5, 10, 11]",[],[],[],"[5, 10, 11]","[5, 10, 11]",20.0,2.0,0.5,40,20,False,True,False,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
34,train,client_034_train.npz,client_034_val.npz,,user_1010.csv,KU_HAR,waist,"['acc_mag', 'acc_mag_std']",4927,2,241,189,48,0,3,4,4,"[0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 96, 46, 0]","[0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 24, 12, 0]","[5, 10, 11]","[5, 10, 11]",[],[],[],"[5, 10, 11]","[5, 10, 11]",20.0,2.0,0.5,40,20,False,True,False,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
35,train,client_035_train.npz,client_035_val.npz,,user_1011.csv,KU_HAR,waist,"['acc_mag', 'acc_mag_std']",5868,2,286,224,57,0,4,5,5,"[0, 0, 0, 0, 0, 48, 33, 0, 0, 0, 96, 47, 0]","[0, 0, 0, 0, 0, 12, 9, 0, 0, 0, 24, 12, 0]","[5, 6, 10, 11]","[5, 6, 10, 11]",[],[],[],"[5, 6, 10, 11]","[5, 6, 10, 11]",20.0,2.0,0.5,40,20,False,True,False,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
36,test,,,client_036_test.npz,user_1013.csv,KU_HAR,waist,"['acc_mag', 'acc_mag_std']",13331,2,648,0,0,648,6,0,0,[],[],[],[],[],[],[],[],[],20.0,2.0,0.5,40,20,False,True,False,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
37,train,client_037_train.npz,client_037_val.npz,,user_1014.csv,KU_HAR,waist,"['acc_mag', 'acc_mag_std']",24921,2,1191,919,235,0,8,37,37,"[0, 0, 0, 0, 46, 149, 107, 21, 0, 93, 286, 147, 70]","[0, 0, 0, 0, 12, 37, 27, 6, 0, 24, 72, 37, 20]","[4, 5, 6, 7, 9, 10, 11, 12]","[4, 5, 6, 7, 9, 10, 11, 12]",[],[],[],"[4, 5, 6, 7, 9, 10, 11, 12]","[4, 5, 6, 7, 9, 10, 11, 12]",20.0,2.0,0.5,40,20,False,True,False,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
38,train,client_038_train.npz,client_038_val.npz,,user_1015.csv,KU_HAR,waist,"['acc_mag', 'acc_mag_std']",14803,2,709,545,143,0,7,21,21,"[0, 0, 0, 0, 40, 94, 76, 13, 0, 41, 188, 93, 0]","[0, 0, 0, 0, 11, 24, 20, 4, 0, 12, 48, 24, 0]","[4, 5, 6, 7, 9, 10, 11]","[4, 5, 6, 7, 9, 10, 11]",[],[],[],"[4, 5, 6, 7, 9, 10, 11]","[4, 5, 6, 7, 9, 10, 11]",20.0,2.0,0.5,40,20,False,True,False,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
39,test,,,client_039_test.npz,user_1016.csv,KU_HAR,waist,"['acc_mag', 'acc_mag_std']",7091,2,342,0,0,342,6,0,0,[],[],[],[],[],[],[],[],[],20.0,2.0,0.5,40,20,False,True,False,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
40,train,client_040_train.npz,client_040_val.npz,,user_1017.csv,KU_HAR,waist,"['acc_mag', 'acc_mag_std']",6791,2,330,256,67,0,5,7,7,"[0, 0, 0, 0, 12, 46, 58, 0, 0, 0, 91, 49, 0]","[0, 0, 0, 0, 3, 12, 16, 0, 0, 0, 24, 12, 0]","[4, 5, 6, 10, 11]","[4, 5, 6, 10, 11]",[],[],[],"[4, 5, 6, 10, 11]","[4, 5, 6, 10, 11]",20.0,2.0,0.5,40,20,False,True,False,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
41,train,client_041_train.npz,client_041_val.npz,,user_1018.csv,KU_HAR,waist,"['acc_mag', 'acc_mag_std']",8165,2,394,303,81,0,6,10,10,"[0, 0, 0, 0, 26, 53, 53, 0, 0, 22, 103, 46, 0]","[0, 0, 0, 0, 8, 14, 14, 0, 0, 6, 27, 12, 0]","[4, 5, 6, 9, 10, 11]","[4, 5, 6, 9, 10, 11]",[],[],[],"[4, 5, 6, 9, 10, 11]","[4, 5, 6, 9, 10, 11]",20.0,2.0,0.5,40,20,False,True,False,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
42,test,,,client_042_test.npz,user_1019.csv,KU_HAR,waist,"['acc_mag', 'acc_mag_std']",7559,2,366,0,0,366,6,0,0,[],[],[],[],[],[],[],[],[],20.0,2.0,0.5,40,20,False,True,False,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
43,train,client_043_train.npz,client_043_val.npz,,user_1020.csv,KU_HAR,waist,"['acc_mag', 'acc_mag_std']",6769,2,328,255,65,0,6,8,8,"[0, 0, 0, 0, 7, 49, 44, 0, 0, 8, 95, 52, 0]","[0, 0, 0, 0, 2, 12, 12, 0, 0, 2, 24, 13, 0]","[4, 5, 6, 9, 10, 11]","[4, 5, 6, 9, 10, 11]",[],[],[],"[4, 5, 6, 9, 10, 11]","[4, 5, 6, 9, 10, 11]",20.0,2.0,0.5,40,20,False,True,False,m/s^2,body_acceleration,"[0.00016430311370640993, 0.0]","[131.81845092773438, 49.8165168762207]","[-1.0, 1.0]"
